,Index,Computing machine,NumberOfFeatures,NumberOfInstances,aml60train,aml60test,aml600train,aml600test,aml1200train,aml1200test,h2o60train,h2o60test,h2o600train,h2o600test,h2o1200train,h2o1200test,tpot60train,tpot60test,tpot600train,tpot600test,tpot1200train,tpot1200test,ag60train,ag60test,ag600train,ag600test,ag1200train,ag1200test,aml60algo,aml600algo,aml1200algo,h2o60algo,h2o600algo,h2o1200algo,tpot60algo,tpot600algo,tpot1200algo,ag60algo,ag600algo,ag1200algo
70,946,Desktop,3,88,0.6668,0.4583,0.6668,0.4583,0.6668,0.4583,0.9636,0.4833,0.9604,0.5,0.8143,0.4208,0.929,0.5917,0.9341,0.55,0.9341,0.55,0.4694,0.4625,0.4694,0.4625,0.4694,0.4625,xgboost_gbtree,xgboost_gbtree,xgboost_gbtree,GBM,GBM,GBM,GradientBoostingClassifier,GradientBoostingClassifier,GradientBoostingClassifier,XGBoost,XGBoost,XGBoost
71,967,Desktop,9,406,0.9763,0.9704,0.9763,0.9704,0.9763,0.9704,1.0,0.972,1.0,0.9618,1.0,0.9733,0.9996,0.9741,1.0,0.9745,1.0,0.9799,0.9748,0.9733,0.9748,0.9733,0.9748,0.9733,xgboost_gbtree,xgboost_gbtree,xgboost_gbtree,GBM,GBM,GBM,GradientBoostingClassifier,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
72,961,Desktop,8,285,0.8487,0.8457,0.8487,0.8457,0.8487,0.8457,0.8617,0.9062,0.9625,0.8617,0.73,0.6519,0.9672,0.8749,0.9621,0.865,0.9786,0.8757,0.8489,0.8634,0.8489,0.8634,0.8489,0.8634,random_forest,random_forest,random_forest,XGBoost,GBM,DeepLearning,RandomForestClassifier,RandomForestClassifier,RandomForestClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
73,968,Desktop,4,365,0.9525,0.8447,0.9525,0.8447,0.9525,0.8447,0.9148,0.8795,0.9644,0.8722,0.9692,0.8655,0.9729,0.8675,0.9689,0.8822,0.9689,0.8822,0.9758,0.8835,0.9758,0.8835,0.9758,0.8835,bagging,bagging,bagging,XGBoost,XGBoost,XGBoost,GaussianNB,GaussianNB,GaussianNB,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
74,960,Desktop,9,90,0.3239,0.6029,0.3239,0.6029,0.3239,0.6029,0.9931,0.6716,0.5314,0.3186,0.5356,0.4461,0.5011,0.5539,0.8431,0.3824,0.8431,0.3824,0.625,0.6324,0.625,0.6324,0.625,0.6324,random_forest,random_forest,random_forest,DeepLearning,DeepLearning,DeepLearning,MLPClassifier,RandomForestClassifier,RandomForestClassifier,NeuralNetFastAI,NeuralNetFastAI,NeuralNetFastAI
75,996,Desktop,10,214,0.9032,0.9276,0.9032,0.9276,0.9032,0.9276,0.9998,0.8964,1.0,0.9013,1.0,0.8865,0.997,0.8701,1.0,0.9293,1.0,0.8931,0.95,0.9227,0.95,0.9227,0.95,0.9227,extra_trees,extra_trees,extra_trees,GBM,GBM,GBM,ExtraTreesClassifier,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
76,997,Desktop,5,625,0.9988,1.0,0.9988,1.0,0.9988,1.0,0.9977,0.9951,0.9993,0.9974,0.9984,0.9958,1.0,0.999,1.0,1.0,1.0,0.9993,0.9995,0.9984,0.9995,0.9984,0.9995,0.9984,mlp,mlp,mlp,GBM,GBM,GBM,MLPClassifier,MLPClassifier,MLPClassifier,NeuralNetFastAI,NeuralNetFastAI,NeuralNetFastAI
77,1025,Desktop,6,400,0.9703,0.9413,0.9703,0.9413,0.9703,0.9413,0.9934,0.9662,0.9989,0.9615,0.9731,0.9449,0.5707,0.5,0.9984,0.9553,0.9994,0.9615,0.9836,0.9174,0.9836,0.9174,0.9836,0.9174,gradient_boosting,gradient_boosting,gradient_boosting,XGBoost,GBM,XGBoost,MLPClassifier,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
78,739,Desktop,8,62,0.7202,0.7167,0.7202,0.7167,0.7202,0.7167,0.9282,0.675,0.9754,0.6667,0.7722,0.625,0.9943,0.45,0.9943,0.5833,0.9943,0.5833,0.8,0.8167,0.8,0.8167,0.8,0.8167,xgboost_gbtree,xgboost_gbtree,xgboost_gbtree,GBM,XGBoost,XGBoost,GradientBoostingClassifier,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
79,733,Desktop,7,209,0.9835,0.9889,0.9835,0.9889,0.9835,0.9889,0.9997,0.9968,0.9936,0.9921,0.9988,0.9952,0.9919,0.9889,0.9905,0.9873,0.9928,0.9921,1.0,0.9873,1.0,0.9873,1.0,0.9905,mlp,mlp,mlp,GBM,GBM,GBM,ExtraTreesClassifier,ExtraTreesClassifier,ExtraTreesClassifier,LightGBM,LightGBM,LightGBMLarge
80,784,Desktop,4,140,0.8509,0.8881,0.8509,0.8881,0.8509,0.8881,0.9954,0.8881,0.996,0.8811,0.9899,0.9091,0.9898,0.8741,0.9348,0.8794,1.0,0.8462,0.9636,0.8462,0.9636,0.8462,0.9636,0.8462,xgboost_gbtree,xgboost_gbtree,xgboost_gbtree,GBM,GBM,XGBoost,RandomForestClassifier,DecisionTreeClassifier,RandomForestClassifier,LightGBMLarge,LightGBMLarge,LightGBMLarge
81,777,Desktop,8,47,0.9065,0.9444,0.9065,0.9444,0.9065,0.9444,0.9915,0.9167,1.0,0.9722,0.9422,0.8889,0.932,0.8889,1.0,0.8611,1.0,0.8611,0.9167,0.8889,0.9167,0.8889,0.9167,0.8889,ada_boost,ada_boost,ada_boost,GBM,GBM,DeepLearning,MultinomialNB,GradientBoostingClassifier,GradientBoostingClassifier,CatBoost,CatBoost,CatBoost
82,782,Desktop,3,120,0.9861,1.0,0.9861,1.0,0.9861,1.0,0.998,1.0,0.998,1.0,0.998,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,bagging,bagging,bagging,GBM,GBM,XGBoost,ExtraTreesClassifier,ExtraTreesClassifier,ExtraTreesClassifier,CatBoost,CatBoost,CatBoost
83,875,Desktop,4,100,0.9435,1.0,0.9435,1.0,0.9435,1.0,0.9975,0.9912,0.995,1.0,0.9901,0.9649,0.9944,1.0,0.995,0.9912,0.995,0.9912,1.0,0.864,1.0,0.8728,1.0,0.864,random_forest,random_forest,random_forest,GBM,GBM,DeepLearning,RandomForestClassifier,RandomForestClassifier,RandomForestClassifier,LightGBM,LightGBMXT,LightGBM
84,916,Desktop,6,100,0.9113,0.7564,0.9113,0.7564,0.9113,0.7564,0.8278,0.7372,0.9328,0.7244,0.9135,0.7083,1.0,0.8269,1.0,0.8397,1.0,0.8397,0.9815,0.7821,0.9815,0.7821,0.9815,0.7821,random_forest,random_forest,random_forest,GBM,GBM,GBM,MLPClassifier,MLPClassifier,MLPClassifier,CatBoost,CatBoost,CatBoost
85,895,Desktop,3,222,0.9197,0.9473,0.9197,0.9473,0.9197,0.9473,0.9549,0.929,0.9713,0.9499,0.9703,0.9382,0.9669,0.9349,0.975,0.9238,0.975,0.9238,0.9451,0.9395,0.9451,0.9395,0.9451,0.9395,ada_boost,ada_boost,ada_boost,XGBoost,GBM,GBM,GradientBoostingClassifier,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
86,974,Desktop,5,132,0.9317,0.9925,0.9317,0.9925,0.9317,0.9925,0.9659,0.99,0.9618,0.99,0.946,0.985,0.9641,0.9875,0.9641,0.9925,0.9641,0.9925,0.9394,0.94,0.9394,0.94,0.9394,0.94,ada_boost,ada_boost,ada_boost,GBM,GBM,XGBoost,GradientBoostingClassifier,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
87,754,Desktop,6,100,0.9538,0.92,0.9538,0.92,0.9538,0.92,0.9135,0.87,0.8321,0.86,0.7603,0.88,0.9817,0.9533,1.0,0.94,1.0,0.94,1.0,0.8733,1.0,0.8733,1.0,0.8733,mlp,mlp,mlp,GBM,DeepLearning,DeepLearning,KNeighborsClassifier,KNeighborsClassifier,KNeighborsClassifier,NeuralNetTorch,NeuralNetTorch,NeuralNetTorch
88,811,Desktop,3,264,0.9823,0.9315,0.9823,0.9315,0.9823,0.9315,0.9946,0.9315,0.9947,0.9538,1.0,0.9207,0.998,0.875,0.9966,0.9071,0.9966,0.9071,1.0,0.9522,1.0,0.9522,1.0,0.9522,gradient_boosting,gradient_boosting,gradient_boosting,GBM,GBM,GBM,DecisionTreeClassifier,RandomForestClassifier,RandomForestClassifier,LightGBMXT,LightGBMXT,LightGBMXT
89,747,Desktop,5,167,0.9983,0.9653,0.9983,0.9653,0.9983,0.9653,0.9976,0.9735,0.9997,0.9755,0.9912,0.9816,0.9998,0.9816,0.9998,0.9816,0.9998,0.9816,1.0,0.9918,1.0,0.9918,1.0,0.9918,ada_boost,ada_boost,ada_boost,GBM,XGBoost,XGBoost,RandomForestClassifier,RandomForestClassifier,RandomForestClassifier,CatBoost,CatBoost,CatBoost
90,714,Desktop,5,125,0.6244,0.377,0.6244,0.377,0.6244,0.377,0.7502,0.5258,0.6032,0.4524,0.6012,0.5794,0.7103,0.5655,0.7352,0.4048,0.7352,0.4048,0.7024,0.5397,0.7024,0.5397,0.7024,0.5397,mlp,mlp,mlp,XGBoost,DeepLearning,DeepLearning,RandomForestClassifier,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
91,955,Desktop,6,151,0.7779,0.9,0.7779,0.9,0.7779,0.9,0.7249,0.7415,0.6687,0.7662,0.7328,0.8769,0.9993,0.84,0.9993,0.7908,0.9993,0.7938,0.8917,0.7508,0.8917,0.7508,0.8917,0.7508,extra_trees,extra_trees,extra_trees,DeepLearning,DeepLearning,DeepLearning,GradientBoostingClassifier,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
92,748,Desktop,6,163,0.8248,0.9106,0.8248,0.9106,0.8248,0.9106,0.9926,0.8848,1.0,0.8485,1.0,0.8606,0.8377,0.8197,0.8391,0.8424,0.8391,0.8424,0.881,0.7545,0.881,0.7545,0.881,0.7545,extra_trees,extra_trees,extra_trees,GBM,GBM,GBM,ExtraTreesClassifier,ExtraTreesClassifier,ExtraTreesClassifier,NeuralNetTorch,NeuralNetTorch,NeuralNetTorch
93,719,Desktop,8,137,0.8019,0.6957,0.8019,0.6957,0.8019,0.6957,0.9968,0.5761,0.9982,0.6014,0.9918,0.5471,1.0,0.6594,1.0,0.7174,1.0,0.7174,0.8556,0.558,0.8556,0.558,0.8556,0.558,xgboost_gbtree,xgboost_gbtree,xgboost_gbtree,DeepLearning,DeepLearning,DeepLearning,GradientBoostingClassifier,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
94,1075,Desktop,9,130,0.723,0.8125,0.7448,0.8125,0.7448,0.8125,0.9782,0.5312,0.7655,0.3438,0.9828,0.75,0.8983,0.2812,0.8839,0.25,0.8983,0.2812,0.7778,0.2812,0.7778,0.2812,0.7778,0.2812,extra_trees,logistic_regression,logistic_regression,XGBoost,DeepLearning,DeepLearning,ExtraTreesClassifier,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
95,814,Desktop,3,468,0.9262,0.9408,0.9262,0.9408,0.9262,0.9408,0.9997,0.9339,0.9998,0.9347,0.9998,0.9362,0.9984,0.9447,1.0,0.9556,1.0,0.9502,0.9744,0.9359,0.9744,0.9359,0.9744,0.9359,extra_trees,extra_trees,extra_trees,GBM,GBM,GBM,GradientBoostingClassifier,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
96,776,Desktop,6,250,0.9377,0.8976,0.9377,0.8976,0.9377,0.8976,1.0,0.8773,1.0,0.948,0.9998,0.9439,1.0,0.9595,1.0,0.9491,1.0,0.9491,0.9111,0.9127,0.9111,0.9127,0.9111,0.9127,extra_trees,extra_trees,extra_trees,GBM,DeepLearning,DeepLearning,MLPClassifier,MLPClassifier,MLPClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
97,911,Desktop,6,250,0.9439,0.9628,0.9439,0.9628,0.9439,0.9628,1.0,0.9388,1.0,0.9388,1.0,0.9571,0.9991,0.9316,1.0,0.9806,1.0,0.9735,0.9972,0.951,0.9972,0.951,0.9972,0.951,extra_trees,extra_trees,extra_trees,GBM,GBM,GBM,ExtraTreesClassifier,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
98,886,Desktop,8,500,0.6847,0.6871,0.6847,0.6871,0.6847,0.6871,0.9891,0.6639,0.9892,0.6196,0.9915,0.5981,1.0,0.6548,0.9618,0.653,1.0,0.6405,0.7956,0.6812,0.7956,0.6812,0.7956,0.6812,bagging,bagging,bagging,DRF,DeepLearning,DeepLearning,GradientBoostingClassifier,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
99,796,Desktop,8,209,0.9995,1.0,0.9995,1.0,0.9995,1.0,0.9927,1.0,1.0,0.9966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,xgboost_gbtree,xgboost_gbtree,xgboost_gbtree,XGBoost,GBM,GBM,GradientBoostingClassifier,GradientBoostingClassifier,GradientBoostingClassifier,CatBoost,CatBoost,CatBoost
100,774,Desktop,4,662,0.5428,0.5629,0.5732,0.5664,0.5732,0.5664,0.6265,0.5052,0.6315,0.543,0.6215,0.5451,0.573,0.493,0.5,0.5,0.5,0.5,0.5797,0.5251,0.5797,0.5251,0.5797,0.5251,ada_boost,logistic_regression,logistic_regression,XGBoost,GBM,DeepLearning,SGDClassifier,SGDClassifier,SGDClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
101,893,Desktop,6,73,0.641,0.9167,0.641,0.9167,0.641,0.9167,0.9444,0.8889,0.4292,0.5556,0.4611,0.5222,0.884,0.5722,0.884,0.5722,0.884,0.5722,0.7667,0.8778,0.7667,0.8778,0.7667,0.8778,bagging,bagging,bagging,GBM,DeepLearning,DeepLearning,DecisionTreeClassifier,DecisionTreeClassifier,DecisionTreeClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
102,906,Desktop,8,400,0.5293,0.4084,0.5293,0.4084,0.5293,0.4084,0.9968,0.4702,0.8911,0.4658,0.889,0.4652,1.0,0.523,0.9988,0.388,0.9988,0.388,0.5787,0.5392,0.5787,0.5392,0.5787,0.5392,random_forest,random_forest,random_forest,GBM,GBM,DeepLearning,XGBClassifier,XGBClassifier,XGBClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
103,884,Desktop,6,500,0.9595,0.9262,0.9595,0.9262,0.9595,0.9262,0.9977,0.9288,0.9919,0.9309,0.998,0.9523,0.9995,0.9755,1.0,0.9716,1.0,0.9401,0.9502,0.9654,0.9502,0.9654,0.9502,0.9654,extra_trees,extra_trees,extra_trees,DeepLearning,DeepLearning,DeepLearning,MLPClassifier,MLPClassifier,MLPClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
104,894,Desktop,6,66,0.9931,1.0,0.9931,1.0,0.9931,1.0,0.9983,1.0,0.9983,1.0,1.0,1.0,0.9948,1.0,0.9948,1.0,0.9948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,extra_trees,extra_trees,extra_trees,GLM,DeepLearning,DeepLearning,GaussianNB,GaussianNB,GaussianNB,CatBoost,CatBoost,CatBoost
105,770,Desktop,7,625,0.9995,1.0,0.9995,1.0,0.9995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,xgboost_gbtree,xgboost_gbtree,xgboost_gbtree,GBM,GBM,GBM,GradientBoostingClassifier,GradientBoostingClassifier,GradientBoostingClassifier,CatBoost,CatBoost,CatBoost
106,870,Desktop,6,500,0.9634,0.9612,0.9634,0.9612,0.9634,0.9612,0.9998,0.956,0.9981,0.9462,1.0,0.9291,0.9976,0.9775,0.9892,0.9625,0.9991,0.9793,0.9879,0.9449,0.9879,0.9449,0.9879,0.9449,extra_trees,extra_trees,extra_trees,GBM,GBM,GBM,MLPClassifier,MLPClassifier,MLPClassifier,LightGBMLarge,LightGBMLarge,LightGBMLarge
107,749,Desktop,6,500,0.9652,0.9463,0.9652,0.9463,0.9652,0.9463,0.9914,0.9843,0.9982,0.9641,0.9989,0.9807,0.9987,0.9886,0.9975,0.9804,0.9975,0.9884,0.9915,0.9799,0.9915,0.9799,0.9915,0.9799,extra_trees,extra_trees,extra_trees,DeepLearning,DeepLearning,DeepLearning,MLPClassifier,MLPClassifier,MLPClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
108,1014,Desktop,5,797,0.5554,0.5447,0.5554,0.5447,0.5554,0.5447,0.6299,0.4963,0.7291,0.473,0.8253,0.5024,0.6218,0.4956,0.6218,0.4956,0.6218,0.4956,0.6293,0.4792,0.6293,0.4792,0.6293,0.4792,ada_boost,ada_boost,ada_boost,XGBoost,DeepLearning,DeepLearning,XGBClassifier,XGBClassifier,XGBClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
109,947,Desktop,5,559,0.9042,0.869,0.9042,0.869,0.9042,0.869,1.0,0.9023,1.0,0.9613,0.9993,0.9484,0.9695,0.8582,0.9991,0.942,0.9991,0.942,0.9095,0.8142,0.9095,0.8142,0.9095,0.8142,gradient_boosting,gradient_boosting,gradient_boosting,GBM,GBM,GBM,GradientBoostingClassifier,ExtraTreesClassifier,ExtraTreesClassifier,LightGBMLarge,LightGBMLarge,LightGBMLarge
110,841,Desktop,10,950,0.9938,0.9996,0.9938,0.9996,0.9938,0.9996,1.0,0.9997,1.0,0.9992,0.9994,0.9973,0.9995,0.9992,1.0,0.9994,1.0,0.9999,0.998,0.9992,0.998,0.9992,0.998,0.9992,random_forest,random_forest,random_forest,DRF,GBM,DeepLearning,ExtraTreesClassifier,RandomForestClassifier,RandomForestClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
111,1005,Desktop,10,214,0.8808,0.8948,0.9027,0.9088,0.9027,0.9088,0.9968,0.8822,0.9993,0.8752,0.9991,0.8233,1.0,0.925,1.0,0.925,1.0,0.9229,0.9307,0.8612,0.9307,0.8612,0.9307,0.8612,random_forest,extra_trees,extra_trees,GBM,GBM,GBM,ExtraTreesClassifier,ExtraTreesClassifier,ExtraTreesClassifier,NeuralNetTorch,NeuralNetTorch,NeuralNetTorch
112,950,Desktop,5,559,0.9252,0.9988,0.9252,0.9988,0.9252,0.9988,0.9256,0.8955,0.9265,0.8993,0.9544,0.9502,1.0,0.9975,0.9991,0.9925,1.0,0.9938,1.0,0.9975,1.0,0.9975,1.0,0.9975,bagging,bagging,bagging,GBM,GBM,GBM,ExtraTreesClassifier,ExtraTreesClassifier,ExtraTreesClassifier,CatBoost,CatBoost,CatBoost
113,907,Desktop,8,400,0.5073,0.4803,0.5073,0.4803,0.5073,0.4803,0.9235,0.6308,0.9463,0.5302,0.6034,0.5032,0.635,0.503,0.6436,0.4777,0.6384,0.3887,0.6433,0.5821,0.6433,0.5821,0.6433,0.5821,bagging,bagging,bagging,DeepLearning,DeepLearning,DeepLearning,DecisionTreeClassifier,DecisionTreeClassifier,DecisionTreeClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
114,874,Desktop,6,50,1.0,0.9545,1.0,0.9545,1.0,0.9545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9545,1.0,0.9545,1.0,0.9545,1.0,1.0,1.0,1.0,1.0,1.0,gradient_boosting,gradient_boosting,gradient_boosting,GBM,GBM,DeepLearning,DecisionTreeClassifier,DecisionTreeClassifier,DecisionTreeClassifier,CatBoost,CatBoost,CatBoost
115,750,Desktop,8,500,0.6023,0.7786,0.6023,0.7786,0.6023,0.7786,0.611,0.6168,0.5689,0.5699,0.9883,0.6228,1.0,0.6808,1.0,0.6338,1.0,0.6777,0.7037,0.6636,0.7037,0.6636,0.7037,0.6636,random_forest,random_forest,random_forest,GBM,DeepLearning,GBM,GradientBoostingClassifier,GradientBoostingClassifier,GradientBoostingClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
116,848,Desktop,6,38,0.898,0.7619,0.898,0.7619,0.898,0.7619,1.0,0.7143,1.0,0.7619,1.0,0.7381,1.0,0.7619,1.0,0.2857,1.0,0.2857,1.0,0.6429,1.0,0.6429,1.0,0.6429,ada_boost,ada_boost,ada_boost,GBM,GBM,GBM,KNeighborsClassifier,KNeighborsClassifier,KNeighborsClassifier,KNeighborsDist,KNeighborsDist,KNeighborsDist
117,1049,NYU,38,1458,0.9381,0.9435,0.9381,0.9435,0.9381,0.9435,0.9977,0.9301,0.9958,0.9305,0.9896,0.9389,0.9928,0.9444,0.9973,0.9497,0.9917,0.9201,0.9676,0.951,0.9676,0.951,0.9676,0.951,gradient_boosting,gradient_boosting,gradient_boosting,XGBoost,RandomForestClassifier,XGBoost,XGBoost,GradientBoostingClassifier,RandomForestClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
118,847,NYU,15,6574,0.943,0.9336,0.943,0.9336,0.943,0.9336,0.9885,0.9342,0.9541,0.937,0.9558,0.9378,0.9988,0.9337,0.9542,0.9326,0.9522,0.9351,0.9621,0.9387,0.9621,0.9387,0.9621,0.9387,logistic_regression,logistic_regression,logistic_regression,GBM,ExtraTreesClassifier,DeepLearning,DeepLearning,XGBClassifier,XGBClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
119,316,NYU,117,2417,0.8581,0.9503,0.8581,0.9503,0.8581,0.9503,0.9968,0.9095,0.9999,0.7864,0.9798,0.9028,0.9833,0.9341,0.9467,0.9233,0.9467,0.9233,0.9782,0.903,0.9782,0.903,0.9782,0.903,extra_trees,extra_trees,extra_trees,DeepLearning,ExtraTreesClassifier,GBM,DeepLearning,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
120,910,NYU,11,1000,0.9734,0.981,0.9734,0.981,0.9734,0.981,0.9966,0.9751,0.9999,0.9781,0.9998,0.9836,1.0,0.973,0.9997,0.9863,0.9997,0.9863,0.9834,0.9809,0.9834,0.9809,0.9834,0.9809,gradient_boosting,gradient_boosting,gradient_boosting,XGBoost,XGBClassifier,GBM,XGBoost,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
121,904,NYU,51,1000,0.9394,0.9653,0.9394,0.9653,0.9394,0.9653,0.9996,0.9618,0.9999,0.9619,0.9999,0.9587,0.995,0.9568,1.0,0.9488,0.9998,0.9619,0.9586,0.9628,0.9586,0.9628,0.9586,0.9628,gradient_boosting,gradient_boosting,gradient_boosting,XGBoost,ExtraTreesClassifier,GBM,XGBoost,GradientBoostingClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
122,930,NYU,34,1302,0.8049,0.8502,0.8049,0.8502,0.8049,0.8502,0.8606,0.8332,0.9215,0.8325,0.9221,0.8381,0.9086,0.849,0.9815,0.8585,0.9815,0.8585,0.8582,0.8546,0.8582,0.8546,0.8582,0.8546,random_forest,random_forest,random_forest,DeepLearning,ExtraTreesClassifier,DeepLearning,DeepLearning,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
123,958,NYU,20,2310,1.0,0.9998,1.0,0.9998,1.0,0.9998,1.0,0.9987,1.0,0.9987,1.0,0.9972,1.0,0.9997,1.0,0.9997,1.0,0.9997,1.0,0.9999,1.0,0.9999,1.0,0.9999,extra_trees,extra_trees,extra_trees,XGBoost,RandomForestClassifier,GBM,GBM,RandomForestClassifier,RandomForestClassifier,NeuralNetTorch,NeuralNetTorch,NeuralNetTorch
124,1019,NYU,17,10992,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9995,0.9985,1.0,0.9997,1.0,0.9991,1.0,0.9981,1.0,0.998,1.0,0.998,1.0,0.9997,1.0,0.9997,1.0,0.9997,mlp,mlp,mlp,GLM,KNeighborsClassifier,XGBoost,GBM,KNeighborsClassifier,KNeighborsClassifier,NeuralNetTorch,NeuralNetTorch,NeuralNetTorch
125,723,NYU,26,1000,0.9558,0.9662,0.9558,0.9662,0.9558,0.9662,0.9986,0.9636,0.9991,0.9662,0.9999,0.9653,1.0,0.9763,1.0,0.9785,1.0,0.9785,0.9703,0.9602,0.9703,0.9602,0.9703,0.9602,gradient_boosting,gradient_boosting,gradient_boosting,GBM,ExtraTreesClassifier,GBM,GBM,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
126,734,NYU,41,13750,0.9562,0.9559,0.9562,0.9559,0.9562,0.9559,0.987,0.9588,0.998,0.9589,0.9889,0.9602,0.9542,0.9523,0.9571,0.9532,0.9571,0.9532,0.9596,0.9599,0.9596,0.9599,0.9596,0.9599,gradient_boosting,gradient_boosting,gradient_boosting,XGBoost,LogisticRegression,GBM,XGBoost,LogisticRegression,LogisticRegression,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
127,4154,NYU,31,14240,0.9586,0.8352,0.9586,0.8352,0.9586,0.8352,0.995,0.7065,0.9986,0.9137,0.9978,0.6775,0.9996,0.8413,0.9996,0.8146,0.9996,0.8146,1.0,0.6971,1.0,0.6971,1.0,0.6971,logistic_regression,logistic_regression,logistic_regression,XGBoost,ExtraTreesClassifier,DeepLearning,XGBoost,ExtraTreesClassifier,ExtraTreesClassifier,CatBoost,CatBoost,CatBoost
128,1056,NYU,39,9466,0.9387,0.8858,0.9387,0.8858,0.9387,0.8858,0.9947,0.8925,0.9975,0.7345,0.9624,0.8711,0.9984,0.894,0.9986,0.8942,0.9986,0.8942,0.9946,0.9173,0.9946,0.9173,0.9946,0.9173,ada_boost,ada_boost,ada_boost,GBM,ExtraTreesClassifier,GBM,DeepLearning,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
129,1002,NYU,56,7485,0.8469,0.863,0.8469,0.863,0.8469,0.863,0.9086,0.8657,0.9124,0.8721,0.8872,0.8639,0.9136,0.8753,0.9144,0.8741,0.9144,0.8741,0.8622,0.8754,0.8622,0.8754,0.8622,0.8754,ada_boost,ada_boost,ada_boost,XGBoost,ExtraTreesClassifier,GBM,XGBoost,ExtraTreesClassifier,ExtraTreesClassifier,WeightedEnsemble_L2,WeightedEnsemble_L2,WeightedEnsemble_L2
